Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,-3.01216922049157,-2.49484172915304,2.29446615111708,7.15176243907966,6.61095832451872,6.14148228990972,7.67433165077584,10.6693289348034,8.0875431440226,5.53741200377387,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,4.12328287958161,-2.31414603182645,4.80712026158135,5.42162246303009,6.35911701955953,-3.96569588564739,13.0930036763176,4.34240708615225,-1.23896850575007,14.2246027131324,4.35012914762878,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Peru,PER,-4.98256353646605,2.69431107298045,7.5288168435015,8.51844194709199,9.14314820513165,1.04923236965703,8.45074688025393,6.45221599607953,5.95034634533391,5.77343068405712,2.35070544171008,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Philippines,PHL,3.0369662939822,4.41121250619855,5.24295304082236,6.61666850460658,4.15275714549756,1.14833040819053,7.63226391622599,3.65975513887875,6.80133063900288,7.18112186053695,6.09587182271669,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,..,4.25980339652656,6.2,7.15630885122411,3.86643233743409,2.62267343485618,3.70981038746909,4.76947535771066,1.82094081942334,1.71385991058122,3.36996336996339,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,3.95046264018058,3.78744208156665,1.5530158345971,2.49198561289501,0.199295712810695,-2.97811080100036,1.89867503877707,-1.82680140114073,-4.02826529474876,-1.60481587505093,0.891129718259535,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,2.46579094146739,1.5124525036879,-0.889569194724444,-3.32570178608947,-1.79880834512804,-2.36111351664803,-2.6125302882263,-1.89046303262099,-2.77249907624415,-0.577342696533066,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,..,..,26.1703995256863,17.9852165720289,17.6630346831987,11.9575512707017,16.7289753614936,14.119,5.10429999999984,6.23800000000007,6.15300000000009,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROM,-5.60000300657813,2.10000173115159,8.71626878810726,6.25970490255764,7.86170657911676,-6.79876963844886,-0.939655979770862,2.30892054287995,0.353678397500403,3.49992129702503,1.75656048727444,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,-2.99999564223597,9.99999999924714,8.15343197288394,8.53508020938196,5.24795353162169,-7.82088502644147,4.50372562493008,4.26417656485714,3.40554680355044,1.34079761505794,0.64048576418088,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Rwanda,RWA,-2.39929109815824,8.31870494476252,9.2352695361471,7.61285386381026,11.1624600071099,6.26798848736809,7.31266927475174,7.8519349411105,8.78835153406136,4.68451242829828,6.96347031963471,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,-4.42145094868916,6.91879029910025,1.96880793182233,6.32264176336442,1.00908665764268,-4.80827219984457,0.47915871283746,5.77854429724889,0.409528158743711,-1.92808204104988,1.1940736130974,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,2.05295236211316,2.18281036835495,3.85487528345678,3.49344978165421,1.89873417722006,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,..,..,12.6428250458235,1.99573546247689,9.07456633626079,4.02288180492695,4.51141089542372,4.94344933751162,4.00000000459602,3.99999999631729,4.22580028051085,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Saudi Arabia,SAU,8.32847146347586,4.8645398648802,5.57674743458874,5.99230970682309,8.42716463859115,1.82917609856406,4.76182900560309,9.95898846999962,5.3844659496954,2.66991139463894,3.46770491322015,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Senegal,SEN,-0.675638145540717,3.18663910152239,2.46157025349719,4.93848508315146,3.68252440283361,2.42317591711145,4.26624762594996,2.06664529339469,3.45290258082261,3.49999999999999,3.91731984325602,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,..,7.75920940542399,4.90434885567028,5.88876007842252,5.36668342399777,-3.1159716917241,0.584478087925319,1.40146573586641,-1.01527038761317,2.57173410729069,-1.81278184438366,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,6.99554469003365,1.51433881472376,9.40612787953089,10.4176769693342,-2.14051516297786,-1.10718097574231,5.94543085598693,7.8947058506791,6.0397878608031,6.62254008693823,2.7634397928686,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,3.34999798387724,6.65272788470479,5.52583310701206,8.05832156394754,5.39967674164332,3.1868056726218,5.346644565307,5.96121123149618,15.2088918878431,20.1235940231762,6.98186577333672,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,10.0442104810607,8.89754441764912,8.8601961142317,9.11152714756236,1.78762022808479,-0.603388298367534,15.2403770359415,6.2074487275295,3.41436130051713,4.44321364690239,2.91838947735626,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,..,1.21315777984935,8.25922354369798,10.681131290471,5.4467414271615,-5.29024335088005,4.82731404485905,2.70419897437844,1.60203789323239,1.42473851750795,2.40965836146817,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,..,4.15548742893832,5.65614885070448,6.94145344676275,3.30010416919015,-7.79732066953947,1.22181915296107,0.612801296588287,-2.63950675095606,-0.99849296181101,2.63670989389679,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,..,-14.2674830306195,6.94664999831065,7.32000126370326,7.09449514277306,-4.72787245739418,6.89555683785341,12.9284750337382,4.66061185468452,3.01438684631195,1.50742629128797,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,-1.48407568424224,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,-0.317783203461374,4.19999999693017,5.58504596151145,5.36047405328448,3.19104388778322,-1.5380891347741,3.03974708500712,3.21245175505393,2.21982400625758,2.21235443137809,1.5248428155884,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,..,..,..,..,..,5.04213457428011,5.4929179000887,-4.63897040752047,-46.0824985162338,13.1306345682193,36.1652254382071,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,3.78140080277815,5.28910118083496,4.17412628443334,3.76894582162947,1.11592526632904,-3.57379402541028,0.013804782633315,-0.617622685813586,-2.08874523372383,-1.22995198071686,1.38937193947896,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,6.39999999946872,6.00000000039789,7.66829189909105,6.79682611965001,5.95008814613627,3.53891205288012,8.01595940575224,8.24590953384975,6.34136155053042,7.2490023932055,7.36742129079214,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,2.26986394380144,2.32845738946716,5.88521553115619,2.83237656266768,4.12868444770649,-5.59832908878862,-3.22700776838319,1.69511794056764,-1.22569800049179,3.76206522894675,6.33923472301544,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,23.5448917435062,4.42056161781291,8.33783372680064,-0.582725554236248,3.48735385407441,0.646763676178892,-1.03971042511313,1.24158639768244,-1.59760813764159,-0.431955474821493,-1.59533046234162,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,5.04561898977205,-0.829605846879346,7.66160721758504,3.30833531875454,1.64337742540745,-2.09906125903019,-3.36506949284593,-0.480673796658266,1.16556297239903,1.79545023670246,-0.4517257926464,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,-5.47005377615478,6.34586776869979,10.0643080017239,11.521910173508,7.80196298950048,3.24184773396003,3.46933524449415,-1.96772926762517,-2.21470304734915,3.30818618155743,3.07955962748423,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Suriname,SUR,-0.488637259340692,-0.0686872177401909,3.8421374197207,5.11148780805841,4.14340652524501,3.01369863013699,5.15726179463461,5.26720914888938,3.00846129739894,2.88003245106987,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Swaziland,SWZ,21.0180002223117,1.76017390133407,3.30256165690147,3.50365204201084,2.37351854211802,1.25035010736623,1.68081691052113,1.32717180610082,2.6638037569351,3.01145477369411,2.46706977019713,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,0.75467207827819,4.73528881968012,4.68812857885801,3.40494860714055,-0.55704798723167,-5.18466092221331,5.98892713335566,2.66440816266315,-0.286319955652033,1.2823607886626,2.27844147430017,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Switzerland,CHE,3.67462443944243,3.94609896344332,4.01278200555943,4.14035437382108,2.27723112708888,-2.1296048261983,2.95380658406297,1.80455311431224,1.10917172619554,1.91561544113057,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Syrian Arab Republic,SYR,7.64077232347231,2.74285739723466,4.99999999829738,5.69999999644881,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tajikistan,TJK,-0.600000000000776,8.29999854530227,7.00000000000034,7.80000000000203,7.89999999999618,3.79999999999879,6.50000000000479,7.39999999999554,7.50000000000128,7.40000000000023,6.69925054626594,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tanzania,TZA,7.04507164384201,4.9338466271146,4.66057099548193,8.46438124155671,5.56659564830453,5.38234616843563,6.35888608129918,7.90450757234741,5.14101362067316,7.2630600303699,6.96513296158979,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Thailand,THA,11.1671585380238,4.75007039217017,5.09289871304419,5.04431614816509,2.4843004010776,-2.32984858756338,7.81051239474012,0.0770868943141636,6.49057157547685,2.89075847859097,0.710822704261332,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Timor-Leste,TMP,..,17.505634352899,-5.71428571428572,11.4478114478114,14.1993957703928,12.9629629629629,9.36768149882906,14.6680942184154,7.84313725490196,5.36796536796538,6.65571076417419,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Togo,TGO,-0.243656135667422,-0.783479605885773,4.05241254210087,2.29045388913028,2.22548023245801,3.5102966752256,3.99567877036402,4.88376394600343,5.91249111956205,5.11762245598528,5.7088864448515,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tonga,TON,-2.04409143450822,3.36983969352882,-1.07600120458766,-4.57111313906535,2.45624863896671,1.09957395344964,4.16569091623454,2.01912477994659,0.546957252227642,-2.67554192314307,2.14395546502062,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Trinidad and Tobago,TTO,1.50802756966999,6.13396067871363,13.7427249466385,4.75435631447054,3.39252731602019,-4.39180827136447,0.208234843880149,-1.60176126343693,1.52167212703051,1.60006296804372,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tunisia,TUN,7.94981950381623,4.7098600791539,5.65215017553915,6.22676018871344,4.73681262443533,3.60814480142182,3.24939882798935,-0.508302868590178,4.6613347837078,2.5213411114362,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkey,TUR,9.26614666958116,6.77445533483711,6.89348933743628,4.66857941161562,0.658838444866916,-4.82587521309331,9.1569529029472,8.77274761512783,2.12746061865543,4.19250925855945,2.86670174002495,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkmenistan,TKM,35.384557352885,5.4690641196174,10.9670953504792,11.0592996301246,14.6958615363649,6.10345373891002,9.19780506924484,14.6993470755136,11.1018388817691,10.2000107301894,10.299982765487,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tuvalu,TUV,..,-0.970599813962565,2.13893832850205,6.35056487504279,7.98326090455497,-4.43285139365031,-2.72942791190967,8.4533239264984,0.174458144829842,1.29818761438101,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uganda,UGA,6.47414015085921,3.14190733820374,10.7847443860372,8.41242596550522,8.7087519014194,7.25104531611154,5.17034297440237,9.67322495921287,4.41125987205365,3.27073661317985,4.50952451395297,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ukraine,UKR,-6.34523514243337,5.89999999999979,7.3000000123775,7.90000076686759,2.29999998568793,-14.8000000097658,4.2000000155834,5.20000000926983,0.199999997708971,0,-6.80000816307329,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Arab Emirates,ARE,18.3279855121011,10.8527042037786,9.8373197726593,3.18439017418304,3.19183627224197,-5.24292190736779,1.6354490566974,4.88527066154538,4.6778917171069,5.19999999999992,3.60546775062478,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,0.537079439029412,3.76886454583867,3.0420982014985,2.55563513670592,-0.332043633661954,-4.31061579366823,1.91137766469444,1.64512072814837,0.659035022954569,1.66469882649014,2.55303318073219,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United States,USA,1.91932936477161,4.09217643509152,2.66662598560563,1.77857037209128,-0.291621579070096,-2.77552944407304,2.53192038046484,1.6014542734504,2.32108474142517,2.21930799126562,2.38822690701687,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uruguay,URY,0.297348368825226,-1.92993063157206,4.09857736243519,6.5415108477149,7.17614466203757,4.24349417792638,7.80340966844247,5.16213302579712,3.3231149447508,5.10036124751112,3.49841478756581,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uzbekistan,UZB,1.60000000555955,3.79999999335621,7.29999999740134,9.50000000233746,9.4192307692538,8.09999999580009,8.50000000075197,8.29999999908053,8.20000000094711,8.00000000110404,8.10000000197518,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vanuatu,VUT,11.7064847304093,5.92204453891591,8.46292866864499,5.17567678762445,6.45047723360976,3.30724286186749,1.63269661722335,1.20747585048299,1.77058477712073,1.96914608039688,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Venezuela, RB",VEN,6.46794075617372,3.68694416687683,9.87214910851037,8.75346338531995,5.27796585778277,-3.20230265749004,-1.48879125078348,4.17642535923927,5.62595697508644,1.34309403607473,-3.9992441416762,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vietnam,VNM,5.10091814039046,6.78731640822197,6.97795481183347,7.12950448396323,5.66177120802432,5.39789754276676,6.42323821717497,6.24030274887527,5.2473671560487,5.42188299130713,5.98365463697851,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,West Bank and Gaza,WBG,..,-9.88145626865999,-4.54268787148254,-1.77413913330417,-8.63243345547808,20.9407878256343,2.33746235197574,7.89297981943477,14.4752476943324,-4.28112541044075,-1.49905695460788,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Yemen, Rep.",YEM,..,6.18191560990529,3.17040937320432,3.3384279463375,4.01438886802794,4.13483795267572,3.31746519626586,-15.0883930920055,2.46987851560053,4.15570552616529,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zambia,ZMB,-0.481072126533263,3.89732286966461,7.90369451239161,8.35243622428166,7.77389581165741,9.22034844375779,10.2982058108767,6.33844614686407,6.73057398920986,6.71345020354607,6.00000007304038,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zimbabwe,ZWE,6.98855293318547,-3.0591896255347,-3.46149505040179,-3.65332704339562,-17.6689465976187,5.98439075352979,11.3759212337497,11.9054078922731,10.5652042690887,4.48409514596702,3.16821061235612,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Afghanistan,AFG,..,..,2.26949026879875,10.6901618053666,1.06803577565032,18.0023930342451,5.50583822732263,2.99405151979005,10.9022578837831,-1.24089683653091,-1.0491059590923,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Albania,ALB,-11.1879053161321,7.98606793416801,5.6645612452906,6.70344251045665,8.36464526541305,4.05308948782579,4.22305118485696,2.83628558562128,1.77404128114091,1.52673864026931,2.00177766261585,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Algeria,DZA,-1.74677800796704,0.832991878165117,0.249228898559181,1.85288275288356,0.391115421107997,-0.0953656261254139,1.77642487517869,0.893441321055775,1.30709049684748,0.789804875513056,2.09951476721362,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Andorra,ADO,-0.144368906815572,-0.749276535763457,1.88829336025078,-1.6964775671686,-9.38216293055524,-3.65819654436523,-4.16509318500466,-2.38244326178668,1.9681450118851,4.43153406735115,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Angola,AGO,-3.04946928767453,-0.11177737541702,16.6424042600383,18.4875985229048,10.040818463621,-0.970191715423582,-0.00281210036590096,0.497589121173661,1.7098312466764,3.32676357412296,0.559093565545624,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Antigua and Barbuda,ATG,2.64614630643787,2.86782890926101,12.1511792837423,8.29233739262212,-1.04626178325167,-13.004332388965,-8.13614288403357,-2.81725619389952,2.94862019536764,-1.08858483988313,2.18247688398682,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Argentina,ARG,-3.78912457897957,-1.88505063627142,7.27041465739326,6.85497837519064,2.02342273218916,-0.972042657148293,8.32518719834252,7.26047455520296,-0.250930743352356,1.81369557734685,-0.563303533552315,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Armenia,ARM,..,6.51011053614003,13.678974966655,14.2838175015561,7.37028355186695,-13.8917822796505,2.29007820407587,4.54167919904747,6.82729024793407,3.02082436276878,2.91976153029727,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Aruba,ABW,..,-2.397800778012,1.5440340474143,-4.02394795366511,-6.99524019925946,-5.7223436973706,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Australia,AUS,2.00820305341686,2.64093130253652,1.48247247863237,3.11399712856668,1.64476200240806,-0.343461082020852,0.388623543622018,0.909526453424419,1.95600388630186,0.749401961374318,0.88322687486972,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Austria,AUT,3.55353188726113,3.12012160172831,2.84071091752568,3.28613582042283,1.22990598110795,-4.05077124145457,1.63549780812954,2.72457669632243,0.424925928424742,-0.355708033577642,-0.347029208511188,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Azerbaijan,AZE,..,10.1910293766868,33.0304872845887,23.6391326377576,8.47061351324763,7.16254417089476,3.61418749995566,-1.22947918415358,0.850986009199062,4.43706629137117,0.705758745994771,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Bahamas, The",BHS,-3.31719570910037,2.63922899339435,0.51476857307415,-0.46764699708983,-4.09707888855789,-5.84796513364691,-0.163711549513536,-1.00064180342054,0.659025155662192,-1.42148739592177,-0.352037768510655,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bahrain,BHR,1.31755970332399,1.2021921759651,-1.88248959278513,-0.754360658718895,-2.24941999059079,-4.4000624122051,-1.00465805385835,-1.39393442961855,1.44768424474569,4.10027262617059,3.54738596562582,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bangladesh,BGD,3.04848692361372,3.26053441009624,5.26572841415411,5.77806851583536,4.82689418515842,3.88654600031992,4.38046231457598,5.22292202222954,5.25094010062226,4.73190915795476,4.83536570609853,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Barbados,BRB,-5.14314553501528,1.95197118270963,5.31181717007838,1.26080793354851,-0.0769459717963343,-4.53589567633111,-0.140993995963811,0.386497240127582,-0.338070162819349,-15.5393202685826,-0.102651630627207,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belarus,BLR,..,6.1172413793104,10.6757600999583,9.09983263612256,10.5701091520718,0.421331650407012,7.93378366874254,5.73311746699537,1.82813493862413,1.05224571976734,1.54489230487957,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belgium,BEL,2.83027343717355,3.29960223990673,1.95546806464321,2.24674808170533,0.159101562553005,-3.3990508942765,1.33922654311095,0.445817026415639,-0.631260942316587,-0.19829678658914,0.684886293936614,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belize,BLZ,8.22078597924025,9.25057044787377,1.89396140064177,-1.48708199279697,0.612001763963121,-1.77630832454192,0.855219358603392,-0.248336039738064,1.50778132347614,-0.682449834220819,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Benin,BEN,5.38016037193812,1.7098720171103,0.540755477663481,1.45527225459836,1.90302594948382,-0.308106381161792,-0.289059238471594,0.416999863239226,2.56009422320638,2.85193414725791,2.62264721333072,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bermuda,BMU,-0.798461539604872,8.34832337923115,4.94027206966554,2.26737405753612,0.929051522178014,-5.8080031549402,-1.32438480325234,-2.50110330788415,-5.17820382726485,-2.81561491083635,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bhutan,BTN,9.58837519531957,3.93837568709938,4.32488704545439,15.4078327209863,2.73039198042055,4.72246721106151,9.80477592638755,6.12280458751202,3.45193122754239,0.56709080269799,4.81569844327201,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bolivia,BOL,2.60297184704741,0.58042845320621,3.01406968282873,2.81301747761371,4.39665638848076,1.67424433328011,2.45277831863217,3.50428413444379,3.52746781177262,5.12088648885924,3.78289560634781,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bosnia and Herzegovina,BIH,..,5.26387644141313,6.05815157054082,6.78475357156327,5.43836744329629,-2.85897258534978,0.764958415600674,1.03542497763445,-1.10861726878092,2.61095674614566,1.40459311177104,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Botswana,BWA,3.67746297282945,0.33088963494798,6.15602062807534,6.72536931594851,4.22418305394172,-9.46240172371147,6.40989049794116,3.92347377338945,2.71217118034848,7.12805950980429,2.37835109627139,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brazil,BRA,-4.77193659755959,2.81931093969199,2.78916835995679,4.85862578249778,3.94891479112917,-1.21565839005038,6.53600994132661,2.92997519148864,0.815260403393793,1.80921558315985,-0.739013098794928,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brunei Darussalam,BRN,-1.74372265090459,0.751698538517843,2.62226416055287,-1.53285362458465,-3.56904811291641,-3.36186447358143,0.975860089715269,1.83969794598077,-0.562465152276587,-3.18139539863647,3.81281163600819,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bulgaria,BGR,-7.46320772763826,6.5633546514801,7.03573305165268,9.08485147320668,6.49962806764309,-4.39797131620364,1.32010002778597,2.63804235048227,1.0759504118754,1.63306306461726,2.25189673673398,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burkina Faso,BFA,-3.21118089626974,-1.0298965605021,3.08676079837034,2.47137819612769,4.04839157450063,-0.139536998710994,5.21202708957827,3.38180507488903,3.34739899771472,3.58662960857383,1.06451463829235,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burundi,BDI,0.574204775415012,-2.95729283061192,1.74460898111646,1.13681523390063,1.38984199173402,-0.109584742722362,0.239048651010449,0.689883229350642,0.583540267984503,1.18232191663812,1.26569805110317,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cabo Verde,CPV,-1.3092434907327,11.8985561131791,7.07136435239812,14.449671668503,6.08929944788692,-1.84837002964829,0.700084646768488,2.96512481210654,-0.070633919353071,-0.227238656459662,1.40920253900354,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cambodia,KHM,..,6.36281388895839,9.08968823972269,8.58017949452396,5.12217605977625,-1.40407387398147,4.34563436510582,5.38563302426935,5.58301991032712,5.6029893455237,5.28902422123754,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cameroon,CMR,-8.85464191054368,1.46936194464153,0.614638483689419,0.652415462936901,0.29587116913936,-0.627824484483881,0.680024809823891,1.53499426964699,1.97915901262837,2.93976089679562,3.27390427543021,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Canada,CAN,-1.35542266382488,4.19897539696863,1.80729240805266,1.02376642511359,0.0864091753145004,-3.81891415314175,2.2290912019764,1.94825526741933,0.715978191859705,0.831420871874712,1.42939359333818,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Central African Republic,CAF,-4.37349452710255,-4.39300109471651,1.84371531248826,2.74070426418356,0.187261121821479,-0.181713511364364,1.11133846816,1.34160869835243,2.11598646422007,-37.2849260217151,-0.958401736784438,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chad,TCD,-7.21408008253526,-4.45096407284323,-2.78614850392735,-0.138034611381528,-0.279817968855866,0.86047536863245,9.86723778135602,-3.18960126129534,5.31220591687007,2.23994695710756,3.81523217534421,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Channel Islands,CHI,..,5.08448522704082,4.1284884167199,5.15339584666916,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chile,CHL,2.01907165466129,3.18771400225575,3.23035223085948,3.9920264008515,2.15540849781608,-2.11848914435005,4.60331192897425,4.6936011453339,4.32221528460232,3.11491634131282,0.822404979168695,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,China,CHN,2.41993304278729,7.57826371425949,12.06075638296,13.6001082429407,9.06311819938136,8.69159264560464,10.0986898480121,8.96116548868552,7.22658150353186,7.1534748609979,6.80884312461656,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Colombia,COL,4.03973616125113,2.90894598790128,5.358535891383,5.60238478836735,2.33147092522658,0.499726192550298,2.83552442692161,5.4678471890017,2.99071705050034,3.91369938434643,3.57016491452215,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Comoros,COM,2.0179661180745,-1.13511090772897,0.188837346514731,-1.6201248338716,-2.01564502776797,-0.506776048467799,-0.264694913310436,0.124176729830111,0.516609142239432,1.01665098506322,0.556425260848627,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Dem. Rep.",ZAR,-9.77408713819881,-9.35286592122699,1.98044565493309,2.87103145654332,2.83267611346972,-0.424663715906874,3.67903579687072,3.49225475197672,3.79822270460073,5.12110765960587,5.66181022104222,..
